user_id,prediction
5854,3499 1370 457 1214 1917 733 380 253 3081 1645 1722 2058 1994 349 968 1 1265 608 3175 1261 1918 1644 2628 2288 318
38,597 2858 356 539 11 1265 339 2424 920 2291 914 912 1197 1680 1307 2125 7 527 3255 916 1094 1088 440 497 1947
1985,260 1200 1573 110 1376 457 1372 1270 3471 3702 1917 2105 1653 592 1876 1608 1909 1552 1320 3623 1722 10 1748 1199 2527
1392,1196 1387 480 1304 2571 1291 296 1097 1953 1 3147 1233 1201 1358 1265 2268 1276 50 1704 1287 3256 2944 1266 1259 2947
4626,318 1307 1704 1036 1358 2268 1625 150 1784 357 1394 2391 1370 1517 1210 293 474 1721 587 1653 3552 648 440 2321 1092
425,608 1270 2858 2918 527 1617 1079 1213 1307 1968 1197 2804 2302 457 3210 1961 3039 1784 590 2797 1358 1196 2716 2915 3253
216,3421 1234 1294 2302 750 3471 924 1221 1252 260 597 1 1485 919 904 1262 111 1387 1307 1084 1287 2424 2871 1231 1617
2857,3256 316 50 1219 1129 2058 2571 2455 253 1408 1690 1343 1876 1347 2118 2403 1356 2871 527 3082 1221 2160 329 2002 1358
3701,260 110 318 2571 589 858 593 2858 1097 1240 1270 1036 1197 608 296 1580 3114 1387 1221 356 1193 1704 1617 2916 1225
548,1997 3753 1258 1219 1982 2160 2455 3623 3499 1345 2028 1347 2997 2288 2599 3624 3863 260 593 3273 1339 3785 1240 2762 1200
889,1247 1230 2396 1221 2858 1307 922 930 1947 1225 357 110 1207 3481 916 1953 2407 914 1199 480 1219 2019 2067 2664 2064
3517,1197 1394 1196 1259 2716 1307 1198 2804 1079 2174 2000 2144 2706 3608 1517 2470 1291 1285 2915 260 223 3448 2683 2248 3591
5815,260 908 904 1617 1267 2628 858 1748 2529 3702 1253 903 1198 2858 1356 1527 1584 111 3793 1212 2186 1250 1197 1376 1219
591,1617 296 260 1221 908 904 919 1198 1207 750 1704 920 590 1097 1214 2396 1393 589 1183 1961 47 969 1721 150 1094
5595,1240 1127 1580 3527 1036 3175 1387 2985 3702 110 2716 316 1573 3703 2997 2640 2529 3793 592 223 2167 1222 1370 2692 1909
2941,260 2396 1947 595 1270 32 2140 1035 2087 357 1584 1380 1372 2078 780 898 903 1253 1 2020 908 916 1617 1909 316
4728,1214 356 1240 2028 1036 457 223 357 1784 21 592 3108 2000 480 1258 1500 1090 2268 3253 3255 2194 1721 2455 2406 2640
4117,2762 2028 110 6 780 733 1213 223 2706 1210 3175 1240 1909 1127 1584 3147 2997 1552 2692 2391 1356 1036 3753 2890 1912
4153,733 1608 1 2028 34 1610 165 2762 110 368 367 1918 1784 2002 2617 316 1721 587 11 1923 2302 2396 2321 3175 153
5226,1214 1291 457 1196 2916 110 2028 1221 1201 3578 3527 1197 2115 592 1220 349 1374 1101 474 1127 21 3703 1370 733 2529
4345,1270 2918 357 914 2248 2791 899 2080 1674 597 2243 3072 34 11 1721 364 497 1641 2671 1183 440 916 2302 1198 908
3539,1197 2571 2987 32 1285 1377 2395 543 2100 1380 904 1275 337 441 3479 1215 471 141 2997 596 1258 2124 555 2011 2302
500,2997 1 3114 3481 1148 588 1136 919 595 593 1265 2355 2080 1022 912 2291 1307 2791 39 594 2761 1230 551 1641 3793
3882,296 593 858 590 318 1094 527 47 3176 2908 2890 2858 16 1222 1183 778 2427 3100 1266 457 1233 555 1625 2023 1090
2738,318 608 2858 593 36 265 590 2908 25 1358 337 3100 58 1393 1784 1721 509 1041 3260 1357 3148 800 529 994 515
3518,2396 357 1197 2918 1094 2336 1393 2174 2289 3160 2321 296 1961 1225 1673 1885 342 527 2359 1357 497 2671 3526 994 1288
2947,2858 2396 50 223 2324 1617 2692 1148 318 34 1 2791 2289 1288 2762 2918 745 2700 3253 3160 2321 1673 1517 1285 1912
4502,1193 1225 1090 593 260 1198 1263 1250 2762 1231 1228 1293 750 2028 1272 908 1276 1252 2268 50 3098 1136 1242 1956 3360
156,2396 357 1721 1265 39 2762 587 440 708 1641 920 912 265 1784 1777 838 1408 1094 1380 593 902 2321 1704 2125 1674
4675,2997 1265 39 541 223 2395 3175 235 356 2797 2700 3108 2289 265 1641 589 1527 1968 293 1748 1200 1307 2599 1270 21
673,3897 2908 2028 2997 2324 3408 3148 265 3006 1221 17 25 3948 32 1358 1617 3753 1682 515 1784 2333 778 2966 2599 2692
5136,260 1197 2762 2916 457 593 296 1721 150 2628 2028 110 527 1610 50 1307 377 1 597 2858 1356 47 590 1653 539
5335,2858 1036 1387 2028 1197 1610 608 1214 1240 318 2762 1270 296 1136 1 50 2396 1394 1259 1304 480 1230 1307 1193 34
2747,2396 2791 1394 1307 3114 34 2804 3421 223 3751 1968 1080 745 357 1230 3253 2064 1517 2080 2321 3396 3552 364 3671 2289
5054,1214 2571 1247 1225 919 903 1196 1094 1207 910 3363 1172 235 1084 1193 1296 1953 1955 3114 1962 2300 953 39 3260 1221
1624,1240 3578 2571 1198 3703 2529 1527 2640 750 2997 1197 592 377 110 3704 1573 1356 858 3753 2528 2692 1221 10 2951 112
1285,3471 235 1954 2791 1036 2352 1080 1278 1077 1997 337 1186 1294 1962 300 3361 1266 2947 3362 3543 1263 2291 1956 778 3210
3648,2571 3793 1923 1517 318 1968 2918 2916 1291 2502 3052 2700 2791 1552 2000 3033 3481 1777 3555 1784 231 1610 2058 1653 1485
1333,924 750 858 1214 1267 1200 1208 1294 2916 457 1266 1136 2997 3471 1230 589 1276 2871 1193 2944 293 2019 919 1220 2692
2599,541 480 1374 1580 924 2028 1291 750 1222 2657 2140 1372 2011 1748 1129 1653 316 592 919 595 1220 1909 364 3175 2115
1996,1610 1387 1214 1580 1221 1270 1197 2115 1200 2194 1220 1097 733 2001 2797 608 1617 2987 356 780 2918 2804 296 1079 2353
3290,2762 3578 223 2770 2599 2694 2395 2396 2688 2541 2707 3175 1093 3174 3160 2490 2572 3114 3753 2908 3298 2028 858 1617 24
3313,1214 1197 318 541 3751 750 858 2396 32 3421 1394 2115 1206 1073 2947 2599 1372 1221 1258 1259 1079 1288 1234 588 1375
1112,318 593 2355 1704 296 480 2959 3408 3793 2716 377 1196 1393 596 2078 1035 590 2617 551 2324 2096 2294 1370 2700 3753
4647,1673 1252 296 3386 3418 1094 21 1288 3362 866 1343 1193 1245 1635 555 1208 1230 1674 3504 162 1222 3060 529 1041 2915
1943,223 1394 1288 3253 1060 111 1500 1079 1 457 3608 441 235 2692 1625 3578 1206 2706 3793 3424 1307 231 3317 2542 2683
1130,260 3578 1036 2997 1291 2762 2571 1225 50 1214 1193 1304 2791 1200 919 1954 1259 296 1617 608 1207 1208 3793 1090 1394
5269,608 2858 1394 2791 1079 1732 318 2918 1252 527 1136 2064 3424 223 1968 2028 541 2692 778 2700 1095 293 3039 1080 2391
2885,2791 1517 356 2918 2395 1641 1270 2502 3255 1394 1777 104 1136 2804 597 3948 2000 3671 2355 1569 1220 3039 357 1197 3608
3163,39 541 1136 357 1089 1704 2599 1240 1968 1214 3897 2968 318 551 1198 1060 2174 3160 2657 2959 1500 2005 594 1258 3527
4497,1387 2987 1193 2455 3499 1036 913 968 1333 1345 1321 904 924 903 593 1225 3176 3203 1196 3702 1206 1222 3703 2013 1959
3299,318 1196 2324 541 1193 1704 1617 1198 2599 593 2020 17 3481 2395 1213 34 2333 3108 778 1961 1172 1358 1307 2571 1199
3677,2762 1994 1982 2160 2710 253 1350 2118 724 1573 733 1625 480 1089 1261 589 1327 1036 3016 2699 1674 1974 2571 2648 608
1181,750 1247 969 1208 1212 1732 1945 2947 3504 480 1377 1580 1610 2959 3256 899 1917 3527 1104 293 736 3363 21 1912 3481
991,2858 357 914 920 2020 597 2248 1183 898 1947 265 1265 1247 3072 1721 2997 539 2671 1188 11 1569 1101 356 838 910
10,260 1073 2628 1197 34 356 3396 2080 2987 3253 2355 3033 3671 1207 1356 1193 1029 500 3421 1206 1682 1246 2529 2968 1375
4729,593 1704 1784 527 1393 34 1721 296 1183 1923 25 265 2997 440 587 2336 3108 110 2291 36 3100 3147 1271 339 1682
5990,2716 1270 3421 2791 1198 2352 1193 1230 1231 3361 3671 2915 923 1962 858 1293 2797 3039 1663 3552 3424 2000 1954 1090 1186
4521,924 1097 2571 1214 2858 2396 1617 750 318 589 608 1127 912 1356 296 1225 1199 1193 2028 1376 2021 780 1909 3176 2336
2173,318 593 1704 110 1213 2762 3418 457 1097 1094 1962 36 2000 2289 1293 111 1246 2716 2571 2268 1222 2858 1208 1079 1784
1367,1580 260 1200 1214 2396 3253 1206 2302 539 1136 1641 1527 440 11 1079 597 1199 2657 2012 3255 3702 1968 3421 1077 1394
4510,2762 913 912 904 1617 1 2000 2871 1213 1201 592 3448 1333 2617 1204 1193 910 899 1276 2174 2406 349 2947 648 1035
839,1213 858 3578 2959 527 293 1259 111 1704 1240 1222 2762 1206 1394 2908 1225 1285 589 2194 750 3176 3006 1912 2248 300
3610,1 2028 356 589 780 2706 1552 2353 2918 2791 2716 3114 3753 592 1722 1777 2167 2006 2321 3255 1544 3809 2012 1387 3555
4959,1097 2762 593 110 1225 1704 2858 1 1270 589 1240 858 919 1246 457 1193 1222 34 50 1393 1617 3471 588 1214 1242
4811,2858 858 111 1230 923 1617 912 904 3435 608 1193 260 913 1284 910 1198 1207 2186 1952 1247 1212 903 2028 1953 3683
355,589 2706 3793 2762 2683 2959 1198 1923 3114 3623 32 3751 3175 457 595 2916 1704 1584 3160 2012 1136 1097 1573 593 750
3705,3363 858 2289 1225 235 1961 3361 1952 3255 2915 2321 1136 39 1517 1080 1387 1958 1747 1179 3424 3683 3210 2300 11 1263
3013,1028 588 2080 1270 260 1097 3114 920 3671 1580 11 3471 1641 2355 527 2018 590 2085 2302 3421 1032 2291 2407 17 1485
656,1247 908 1207 1136 318 910 750 1267 1204 924 920 2858 1196 3435 898 1084 2762 1212 1104 2300 296 1208 1278 34 1294
3726,2571 1270 1374 589 2700 2174 2105 1073 1676 1370 34 367 1036 1080 1288 1307 1552 3396 541 3256 39 2968 2094 1909 364
3475,1617 1193 457 1208 2396 1089 1270 2918 1674 3147 39 2791 1094 597 3386 36 3255 357 1387 2797 3253 300 3578 778 3006
4411,1210 1097 1393 1101 1225 1374 1247 2640 920 1136 2987 2020 902 1674 2081 539 1961 969 1387 1242 1947 1028 1 1580 2080
4122,1089 110 1304 318 1394 1220 2302 2289 2000 593 1912 34 2916 1196 480 2108 1148 32 1276 2542 2324 1266 1370 1206 555
593,318 2028 296 2324 1617 2908 2997 1213 34 1358 2291 2396 2336 3897 3160 1393 58 3100 50 1784 2289 3147 1193 337 150
4508,1214 1215 1199 1732 858 924 1278 3671 2657 47 353 1285 1994 2871 592 2160 2076 1148 1953 1230 2019 1339 3476 2193 1639
2794,2858 2997 318 1617 527 1198 858 912 2959 3114 1193 110 1213 3623 2683 1247 2324 1221 3160 1210 3147 223 919 2706 3175
5712,589 1214 1198 1210 1036 1387 110 858 2916 1222 1201 3702 3703 377 2115 1101 2944 780 21 2406 1370 349 1242 541 3256
4808,733 2115 2641 780 2470 2640 2918 2003 1022 353 2018 2858 2167 587 1375 1097 368 1721 1994 594 2054 3039 1372 1136 3082
4062,2028 3481 1923 2599 110 3176 1625 3897 480 377 2706 527 1573 223 1393 2890 648 3114 1580 150 3948 1673 1500 1517 2058
3669,296 1291 608 356 1240 1089 1610 1090 2000 2194 1704 733 1923 1270 2797 1214 1732 1625 3552 1242 1394 1265 1608 1208 3448
3589,2944 1610 2115 1221 1220 2001 2470 356 1101 1580 733 110 648 2872 316 1377 1376 3703 1208 2641 2993 3448 165 3702 2528
376,2959 2706 3578 3176 2599 3114 223 2395 2580 2336 2605 2694 3005 2707 785 2908 3160 2541 3174 1513 3793 2692 2581 2490 3147
4291,1196 1374 1356 1376 2985 2640 110 1573 329 32 1653 1544 1387 592 733 2528 349 2021 2455 2527 380 1748 3699 2288 1206
461,2028 356 1196 1222 1304 592 1101 912 1208 1097 1291 1961 1266 1234 1193 1968 2872 1276 3671 1233 1275 2105 1204 1674 50
1697,1 34 608 589 480 1393 1265 1225 1307 1022 1291 1210 2078 1947 47 2918 1580 2087 1968 2797 2324 1784 1259 1302 1907
566,1240 589 480 3175 2628 2716 1036 2918 1517 1923 2985 1265 367 3421 1079 1394 2968 3552 2001 1080 733 1500 1573 2302 1304
3524,2396 2959 2706 2599 2716 2987 3176 2580 2355 858 296 2700 913 593 2908 2692 2502 3408 3160 2688 1193 3174 2841 2433 111
2023,588 1198 260 1617 1394 3578 2762 3052 778 2355 2080 150 3160 441 2761 1266 1208 2291 1080 1200 1285 3608 2096 2321 2137
549,1206 1258 1291 1617 2797 2959 1197 1092 3552 608 3702 1517 3210 2692 3160 778 1282 3396 2700 3361 2109 3683 296 2080 1302
5880,39 2858 1196 541 2918 608 21 2762 357 50 1259 2064 480 377 1517 2108 1641 2000 47 551 1222 1396 2321 1215 1639
719,2858 480 589 1210 260 2571 2997 3753 3578 1196 1580 3751 1214 858 110 908 2762 1198 593 1240 1270 3623 1197 1230 2628
3393,260 541 1387 1201 589 1953 2944 1036 3471 1294 608 2947 527 1291 1272 3654 1090 590 2000 904 908 1213 1193 1267 296
5493,50 3481 527 21 1 1580 2324 1259 3408 47 2000 3363 223 2268 590 110 32 2797 3148 589 3362 3386 3671 367 1235
5333,597 1569 3481 2858 2268 1784 902 1408 1271 920 916 2020 380 1247 318 899 47 497 1673 2599 1059 595 3755 3911 2724
4305,2710 47 1089 2160 2858 3476 3578 1350 1527 527 1909 32 2366 541 904 858 3016 2657 1544 2871 1206 2959 353 587 2722
1988,1094 588 1247 2080 1225 1673 2081 2324 235 2020 1784 800 318 296 1682 1207 1244 903 3578 1296 1041 969 898 2087 1271
5026,1610 590 1210 2947 1954 1580 3448 1262 2762 924 969 527 733 1090 1272 587 1961 1370 920 3255 318 3527 2951 2987 2716
4822,2858 1197 1196 1307 1198 1079 1210 3210 2000 3039 2174 2797 3552 1136 480 589 2915 260 3421 1097 1220 1961 1265 2248 3361
4816,2028 608 3578 527 3147 1610 3408 3418 356 2391 47 1183 1094 36 1179 1721 3148 474 25 3160 3481 1625 3386 480 3555
3780,1210 1097 541 260 364 3527 1968 595 1029 2918 2087 2804 1198 3702 2096 2018 2021 1288 3448 3793 480 1380 1375 2194 1136
3649,1198 1196 1197 1961 2918 1968 260 1210 2791 1225 1307 2858 1240 1291 2716 1214 1136 589 1101 1302 1962 1285 3552 1994 2571
5755,1258 111 593 608 1240 923 1962 1358 1207 590 457 1952 1200 3499 337 903 1956 3418 1953 1293 1682 3100 589 2916 2571
1803,318 1580 457 165 2571 70 316 292 1923 3107 1722 589 34 3256 2002 2916 1610 1597 6 349 1721 10 1393 1704 1777
3626,1198 2115 2617 1552 1407 2001 2699 3753 253 434 2804 2710 1210 1193 858 2273 2011 2193 1221 2012 1485 3552 553 163 2797
2073,919 1282 1225 2081 527 594 1704 953 920 1393 356 1682 2804 2395 1962 1380 908 2918 1394 910 2096 1231 2291 296 3671
3709,1265 608 1393 3552 2918 2797 1777 3448 1704 587 1394 3147 357 1617 2268 2683 2321 440 2174 1079 1517 34 3591 2145 1090
2869,2858 1270 2997 480 589 1210 260 356 1961 1259 1923 2571 2762 1196 3753 1198 2683 1580 2028 1097 593 1968 1197 3481 608
678,1073 2174 2407 2080 1246 3526 2746 3039 1380 3751 593 1258 1394 592 3753 2355 551 3489 1088 3114 594 356 1032 253 1721
3378,260 1 2028 110 1214 1291 593 919 3175 34 3114 1073 2174 3471 500 1197 1356 1136 2797 2804 2858 2355 527 1278 1584
4837,2003 1345 1219 1261 2804 253 1968 968 1394 3421 2858 2746 2657 1270 724 1923 1333 2706 1327 1717 2144 2118 1974 3608 3476
1811,2858 2683 2599 2706 2959 2395 223 2355 3578 3408 2710 1617 2770 2336 2580 2763 593 2692 2908 3081 3623 2688 2700 2694 608
3253,2396 1265 1213 912 858 1617 593 2324 1247 1288 1252 1221 3114 923 1172 910 1235 21 1307 1294 1704 111 1304 1641 235
5172,2858 2289 1136 2324 1288 1247 265 527 2762 2291 2571 2797 1259 1183 593 2020 2064 1235 2243 1580 910 2108 2336 2987 745
1489,1198 1136 1214 1210 908 1219 858 1617 1307 1394 3751 1265 3578 750 2080 1073 3072 593 1674 1269 1580 2081 3481 1374 1259
5947,1196 2571 2455 480 1270 2657 1258 3702 32 750 1982 2160 1219 3703 1376 1350 780 1356 3499 2664 1215 1527 2628 1653 2021
3002,2997 1230 34 3114 2791 1079 1080 2324 2918 1234 2289 223 1307 1923 1294 2700 1304 39 2300 2064 2804 910 318 912 858
1503,318 1240 1214 296 1036 457 356 1387 1213 2916 1265 1 924 3578 1291 3471 590 1097 1580 912 1358 3702 2268 1307 2716
4083,1036 3671 912 1240 349 1291 1265 1200 3104 1262 1267 2947 2948 474 368 733 1307 589 2763 541 1270 750 1204 440 539
868,1982 3499 2160 1347 1339 1321 2858 1261 593 1327 2710 1717 2118 70 2762 2513 3476 1644 3018 1974 1130 1991 2644 34 2901
5972,2716 2791 1394 1079 2000 3361 2762 1517 1036 3671 1393 2915 2470 3481 539 1225 1777 3072 3591 2502 592 858 1193 2795 11
4021,2000 1197 2791 1136 910 780 1252 2100 912 2797 316 3175 2407 2105 1201 2529 2746 3552 1291 1214 2528 3448 1527 2918 3507
3847,2959 47 2628 1200 1968 3578 527 858 2918 1214 1265 3527 2000 2700 1215 457 2396 2193 1101 1258 590 377 1923 1307 2167
1680,1258 1997 1278 1219 551 1261 3608 2366 2076 2867 454 47 1358 3526 3101 1394 1625 2699 866 3255 1645 724 1259 3363 3524
2241,908 1252 1947 750 910 3435 1282 1028 1212 2186 1284 1204 1207 928 1269 1250 916 260 1029 1283 1304 1022 1230 1214 595
3201,1221 1387 1954 1090 1234 1272 111 1262 1213 1136 2028 1207 3504 2194 2302 1219 1266 527 2871 1242 1247 1278 1198 3448 3471
4801,110 2028 1198 733 589 1291 2353 1387 648 2916 1608 3256 2167 1196 1722 2058 2194 10 858 3527 6 1676 316 1597 1221
1121,2858 2997 2028 356 318 1923 377 527 440 39 2324 1358 2289 3255 25 2671 1230 110 1 474 733 150 2291 3481 3578
4076,593 2028 296 356 590 1393 34 1193 2324 2762 1213 1617 2268 1358 50 1 1682 1183 1961 3100 1265 2396 480 1097 858
5786,1136 356 1197 527 2997 2804 50 1307 1968 3671 1304 1294 1234 1288 1220 1 1517 2324 1276 1278 3448 3039 1663 2599 2321
432,539 2858 1265 17 2671 1393 339 708 1641 1197 265 1307 7 380 3255 2291 1408 920 2997 509 1101 1784 1923 916 266
366,912 924 923 1234 1294 1208 318 1225 3363 920 1097 1201 1953 913 1219 541 3421 590 1221 593 1387 34 903 1374 1952
4388,733 1370 480 1580 590 3107 597 1573 1923 1198 1408 11 10 527 587 292 3082 1641 1544 1584 1961 2321 1372 832 2947
4782,260 1214 589 50 32 1196 296 2028 480 2858 527 1210 1374 904 912 1221 908 1748 2529 1213 318 1356 1953 1097 913
4079,1387 1201 1234 1266 1287 969 2000 588 2951 1291 364 1193 2302 1136 1276 2028 1947 2018 1263 595 1222 1282 3256 2529 914
4879,1198 1197 1252 1267 1387 2997 1617 1307 1196 3435 1207 1265 2987 1947 2020 1394 1304 1234 1097 1258 1080 1204 1 2716 2692
4957,1197 296 364 2571 1394 2174 1210 1222 1282 380 2858 2028 1220 480 1777 3396 1266 3255 1288 953 2005 1090 912 3608 1641
3590,593 1265 1617 2571 588 1732 32 2797 919 1682 1673 3421 1097 2692 1288 1387 2502 150 356 1266 1393 1219 104 337 110
798,1198 260 2716 2987 2797 527 2140 3479 1101 1307 2804 2470 1275 1222 2858 2918 1127 1242 1374 1028 597 3448 1393 2000 2080
696,2997 608 541 296 3481 2571 1394 1259 589 3471 750 1200 2396 1220 1396 1089 3114 1968 2599 1234 2028 2985 1090 1206 1080
5684,1198 2000 1036 1 1214 2174 1394 1240 1221 1215 1200 1080 3671 1258 1275 3703 1294 2804 1580 2366 919 2947 3702 1210 1617
1586,1304 2987 457 2087 1265 1230 1214 2716 1080 1307 2085 2018 1256 2529 1276 3396 1200 2657 898 924 1292 1267 3035 2064 3072
6011,589 1356 2028 3527 32 1197 316 2529 3702 733 2762 3175 1676 593 2000 750 356 1136 3703 2393 527 1608 380 1129 1199
5689,2858 2571 1291 2268 1307 2396 2797 1265 1358 1089 480 1721 1240 1674 1090 1302 2791 2916 223 1101 3481 648 2000 3418 1073
2557,318 2858 2028 1213 1358 858 2762 1193 34 36 2997 1094 3147 110 1265 2268 2396 293 1393 1179 3006 1721 1266 150 912
2304,1580 380 590 1387 1573 356 1527 2353 1377 110 2406 2763 1676 1201 1374 1722 2944 1784 2628 2268 2571 50 1262 3147 3471
2820,111 3683 908 1407 3471 1952 1199 903 2599 904 922 1994 1200 800 1186 2186 3504 2288 2064 2699 70 1617 1225 293 1343
103,780 480 377 2617 10 1676 3256 736 2006 2628 1356 589 1876 3082 2273 2028 1597 1918 474 786 442 353 2763 1377 6
1470,2858 318 589 593 3481 3555 2571 3751 3623 2762 3147 780 3114 1 1259 296 1393 2804 1307 1265 1917 608 1704 2000 3301
445,3175 924 3578 480 2628 1214 1200 1097 3623 2529 316 1676 1253 2393 2455 329 2021 3702 2640 2407 2657 3703 2716 3160 2396
2853,2858 1265 2997 1270 1307 1288 2396 34 588 1641 1079 1968 2321 1060 1259 3481 3421 2804 1080 356 2716 2248 3072 3396 2302
727,1704 2396 150 1307 356 1193 2324 1 3481 2791 2762 2997 912 1259 1270 1923 2804 1968 3114 36 3363 1230 923 1231 1302
1517,593 527 2997 1617 1213 1704 2762 34 858 1358 2396 47 2692 2959 111 3481 3160 1148 778 1094 293 1136 223 110 25
4447,1219 904 910 903 1230 1288 111 1997 2300 1333 2664 1953 1247 2366 3363 1256 2186 1248 1129 1674 1321 1199 2985 2662 1269
4897,1200 1374 1036 3527 1997 2000 1278 1954 3702 589 1221 1287 2288 1197 1097 1136 527 3421 2716 592 364 588 2001 1101 1372
148,648 1917 2628 1608 457 10 2640 2916 1721 912 2002 2001 434 1304 1376 3471 2763 11 2470 919 2058 1242 2011 587 161
570,2858 318 364 608 1617 3408 2268 1408 2081 1196 1 2080 2762 920 11 3148 919 2324 2959 39 3897 1022 1784 2671 912
1714,1270 1374 1580 260 1376 1136 2968 2011 2105 2396 1200 223 2791 2797 1127 2985 480 2700 3471 2640 1641 1748 2407 3108 39
5621,1196 1214 1222 2716 2395 3527 592 2000 2599 1220 527 1968 110 2028 2804 1225 1266 32 2115 1242 3702 2797 912 1219 919
2457,1387 2916 2000 1278 588 2657 2804 3421 1968 1394 2174 2366 1954 2115 1136 594 1129 70 1320 3039 3210 1356 919 3671 3361
2570,318 2028 1617 50 357 2324 1784 1641 1 597 11 110 25 2268 3255 1923 2997 47 39 380 587 2359 440 2321 508
4815,1206 3175 912 2997 908 904 1214 32 1136 923 2571 1200 1580 1584 1356 1267 589 1376 1653 3793 1250 3671 2396 2529 111
4878,1 2997 1265 1230 608 1136 858 527 1617 593 3421 2762 2028 1193 318 2791 1923 1148 3671 1270 1641 1198 1079 1197 296
2125,1 2571 1291 595 457 3481 2355 2080 594 648 2761 2628 2692 1240 3624 733 1220 2599 2096 2006 2018 3555 2194 34 780
5759,1094 3418 1 1393 1291 588 1036 223 349 2336 509 47 904 597 2763 589 593 32 1408 2108 2406 1639 913 2324 11
5387,1214 1198 2762 904 480 1617 3499 1252 3176 2657 800 1278 898 1947 1994 1282 247 912 2243 474 588 2391 910 1912 497
3512,1198 1097 527 1356 2105 593 316 608 1704 2005 2011 3175 2797 1259 3527 1375 858 2054 3751 1617 2021 2968 1393 2804 3114
3080,2997 1617 1394 1288 2289 1923 1221 923 2064 2804 1060 2797 39 3608 1968 750 1 1294 3160 21 1095 1179 1358 1148 2324
4319,2762 260 1097 1961 2716 2791 356 1198 1923 2918 318 1136 2997 1 593 1210 2683 1193 480 2302 589 1784 1517 1968 344
1377,2628 1917 316 1291 1270 2115 377 1608 1036 1722 1275 2028 2100 1220 153 3039 1375 587 95 3552 260 2105 1378 2640 442
5659,2762 1573 2396 2353 1370 733 39 2355 165 1393 2706 587 357 1270 11 1127 1923 2058 2393 2006 1196 110 1396 21 10
2986,593 25 1358 2289 3160 800 39 2396 1923 509 300 2248 3148 1095 1357 1060 2395 1834 2302 150 708 529 555 58 1090
412,1291 1197 1234 1304 1641 1210 3418 2571 597 2762 11 2115 2302 1954 1387 380 2915 1374 2791 1294 3255 1968 3039 3471 1704
518,1393 265 1674 39 2692 539 919 1219 2671 50 260 1617 914 1296 25 838 2908 3418 969 899 11 913 377 1230 1188
4682,608 541 2324 1617 2692 2571 318 923 3897 34 2291 2968 3418 1206 111 150 223 1356 1252 2908 800 919 1080 1073 778
4969,527 608 318 593 2396 1193 1617 296 1230 2599 2028 2683 260 1197 356 2395 2706 908 1198 2959 223 3578 111 34 1259
2764,318 2396 904 50 750 1230 1207 924 2997 899 1270 910 903 1234 2324 920 3114 1674 1219 1250 1947 1267 914 457 1294
3143,2028 296 1 2324 1641 2762 912 1197 1923 3418 265 150 50 597 2321 539 2289 3114 1136 2291 1193 25 1358 3255 3481
793,1198 1214 919 589 527 2762 1240 110 1219 1200 480 750 908 1387 541 1197 608 1 1721 50 1961 953 150 1258 1036
5031,1265 2997 318 34 1183 296 39 912 593 3418 1393 597 1704 1617 920 2599 497 2289 2020 1247 11 2248 539 1259 1296
1758,608 2997 296 800 778 1358 2395 1732 3176 25 2599 1885 300 593 1641 1285 2692 47 1682 1729 1183 3100 2762 318 1357
5747,318 527 2028 593 1200 2692 3578 1954 1247 1022 2291 2268 32 2355 1208 2193 3256 733 1029 1674 541 2006 1527 953 1639
777,780 110 1097 316 380 592 318 1573 1610 2012 1 10 3489 2011 1372 150 2161 2001 3255 1784 2054 292 1597 593 587
